text,task_1,task_2
भगवान राम भी सोच रहे होंगे| यह कैसा रामराज है? जहां लोग जय श्री राम से ज्यादा राम नाम सत्य बोल रहे हैं|  #quote #IndiaCovidCrisis #COVIDEmergencyIndia #JaiShreeRam #IndiaFightsCorona @_yadav_vishal,HOF,HATE
जो शहाबुद्दीन के साथ हैं वो इस ट्वीट को रीट्वीट करें और इस हैसटैग पर ट्वीट करें #JusticeForShahabuddin @uk_989  @Faisalimam_1  @Mohd__Fareed  @Haseena79360293  @Salman_BaBa_1_1  @TanveerAhmad__  @TabishRaza77  @MBA313_MBA  @D1Zakh  @NasirRampur  @_S_P_Khan  @Shamshe02630539,NOT,NONE
"""Prime Minister Narendra Modi"" Ji 𝗣𝗿𝗼𝗺𝗶𝘀𝗲𝗱 ""Ache Din"" 𝗕𝘂𝘁 𝗗𝗲𝗹𝗶𝘃𝗲𝗿𝗲𝗱 ‼  ▪️ #COVIDEmergency  ▪️ #lockdown2021  ▪️ #IndiaCovidCrisis   𝗠𝗲𝗮𝗻𝘄𝗵𝗶𝗹𝗲 It's Time 𝗧𝗼 #ExitModi  𝗡𝗼𝘄 We 𝗖𝗮𝗻'𝘁 Say  #IStandWithModi  ‼  #मजदूरों_के_मसीहा_बाबासाहेब https://t.co/rEfA4Milan",NOT,NONE
"@INCObaid गंदे नाले का अपना एक अलग सौंदर्य होता है विश्वास न हो तो किसी सूअर से पूछिए। अँधो का भी महत्व है, नहीं तो फूतिया अंध भक्तों से पूछिए😁😁😁।",HOF,HATE
"मृत्यु के लिए सारे रास्ते हैं,पर जन्म के लिए केवल माँ। बंगाल में माताओं बहनों का अपमान क्यों? #नारी_तू_नारायणी_हैं #Justice_for_Saswati_Jana  #BengalBurning  #BengalViolence  #CruelMamata https://t.co/Swx3Nbtrah",NOT,NONE
शहाबुद्दीन साहब की जगह कोई यादव होता तो अबतक तेजस्वी अपने सारे विधायकों को लेकर दिल्ली पैदल चल दिए होते 🙄 #JusticeForShahabuddin,HOF,HATE
"भेंचो पाकिस्तान मदद कर रहा हे, बांग्लादेश मदद कर रहा हे, ओर बहुत से देश भारत की मदद कर रहे है और कितना आत्मनिर्भर बनाएगा देश,,,, सच सच बताना इतने देशों की मदद लेने के बाद अंतर्राष्ट्रीय भिकारी वाली फीलिंग नहीं हो रही क्या तूझे चोर 😠 #Resign_PM_Modi  #AatmanirbharBharat",HOF,PRFN
"ये कैसा उन्माद ??  सदियों में न हुआ होगा यह ऐसा कृत्य घृणित है, टैगौर विवेकानंद सुभाष की भूमि आज हुई लज्जित है!  #BengalBurning #BengalViolence  @tarunchughbjp @M_Lekhi @KailashOnline https://t.co/VtgaSogGSf",NOT,NONE
#FarmLawsWorstThanCOVID  #Resign_PM_Modi  #PMCaresFund_का_हिसाब_दो https://t.co/w3aLEmOA4r,NOT,NONE
@Abhinav_Pan पांडे तेरे पास इतना दिमाग होता तो पेट्रोल की पोस्ट नहीं करता क्योंकि 2011 में कोरोनावायरस की बिमारी नहीं थी इस समय काम काज बहुत हद तक बंद है और कोविड 19 से देश को लड़ाई में पैसे की जरूरत है एक बात और पेट्रोल के मंहगा होने से शेर की जगह कुत्ता नहीं पाला जाता ये टिप्पणी अपने उपर मत,HOF,OFFN
"Enough is enough   Thanks for your ""ACCHE DIN"":-[  Now #ResignPMmodi  No more #IStandWithModi Just #ExitModi   #Vaccine_और_MSP_दो #कोरोना_को_चुनाव_मे_बढ़त https://t.co/Qcw9Ifp4Lw",NOT,NONE
अब खतरे की कोई बात नही है अब सभी को सभी से खतरा है। #ModiGovtSeNaHoPayega  #BengalBurning #BengalViolence,NOT,NONE
"कैसे होगा ये सब ठीक  कुछ सूझता ही नहीं साले सबके सब जानवर से भी बदतर ऐसे लोगों को जन्म कौन दे रहा है पाल कौन रहा है,शिक्षा कौन दे रहा है,संस्कार कौन दे रहा है,इनके मां बाप नहीं हैं क्या,इनके दोस्त,रिश्तेदार,बहिन,भाई सब ऐसे ही रेपिस्ट हैं।पुलिस,कानून,समाज किसी का भी डर नहीं इनको😡 https://t.co/HX753spMrh",NOT,NONE
नोके खंजर की एबारत आप पढ़िए तो सही खून के धब्बे बताएंगे के कातील कौन है #JusticeForShahabuddin,NOT,NONE
@PTI_News अब पछतावे का होत है जब चिड़िया चुग गई खेत की कहावत कुछ चरितार्थ नहीं होने देने का यथासंभव प्रयास किया जाना चाहिए  #COVID19India #COVIDEmergency2021 #CovidVaccine #COVIDSecondWave #COVID19 #CovidIndia #CovidHelp #CovidHelpOnline #CovidCrisis #CoronaPandemic #Corona #CoronaCurfew,NOT,NONE
"""कितना है बदनसीब 'ज़फर' दफ्न के लिए, दो गज़ ज़मीन भी न मिली कू-ए-यार में…""  केजरीवाल सरकार के जिद्द के मुताबिक  जनाजा ITO कब्रिस्तान पहुंच गया… #JusticeForShahabuddin",HOF,OFFN
"बंगाल मिदनापुर में केंद्रीय विदेश राज्य मंत्री मुरलीधरन की कार पर भी TMC के गुंडों ने हमला किया, आज सुबह ग्रह मंत्रालय ने भी बंगाल में अपनी टीम भेजी ! #bangalviolence #BengalBurning https://t.co/GTxZ4as6GY",NOT,NONE
