Post,Labels Set,Dataset
கவலைப்படாதே.உன்.குடும்பத்தில் கண்டிப்பா.ஒரு திருநங்கை.பிறக்கும் டா,Non-Hate-Speech,tamil_dataset
சிரிக்காம நடுச்சவனுக்கு தெறம டா.. மவனே நீ மட்டும் சிருச்சுருந்த சக்கயா புளிஞ்சுருக்கும் அந்த அம்மா 😂😂😂nice,Non-Hate-Speech,tamil_dataset
"இயற்கையானதுதான். நாற்பது வருடங்களுக்கு முன் இங்கு வரும்போது எனக்கு அதிர்ச்சியாக இருந்தது,ஆனால்  ஒரு  சில வருடங்களில்  அவர்களும் மனிதர்கள்தான் என்பதைப் புரிந்துகொண்டேன்.",Non-Hate-Speech,tamil_dataset
எல்லாம் ஆப் பாயிலா இருக்கு. ஓரினச்சேர்க்கை எதிர்க்குறது எல்லாம் ஆப் பாயில். திருந்துங்கடா,Hate-Speech,tamil_dataset
"நான் ஸ்ரீலங்காவைச் சேர்ந்தவன். உங்கள் கதைகள் மிகவும் சுவாரஸ்யமானவை. நான் ஓரினச்சேர்க்கையில் ஆர்வமாக உள்ளேன், உன்னுடையதைக் கேட்கும்போது என் அனுபவத்தை நினைவில் கொள்கிறேன். நான் உன்னை ஸ்ரீ லங்காவில் சந்திக்க விரும்புகிறேன்",Non-Hate-Speech,tamil_dataset
i காதல்  you சகோதரி நீங்கள் திருநங்கை என்ரு நிருப்பித்து விட்டிர்கள்,Non-Hate-Speech,tamil_dataset
நா ஸ்கூல் படிக்கும்போதெல்லாம் நம்ம இந்தியால லெஸ்பியன் கேய் எல்லாம் கேள்விப்படல காலேஜ் போனப்போ வெளிநாட்டுல கேய்ஸ் அ மக்கள் தாக்குன நியூஸ் பாத்தே 2018 முடியறப்போதா தமிழ்நாட்ல இந்தமாதிரி ஆளுங்க அதிகமானாங்க. இயற்க்கைகு மாறான விஷயம் இது. நா ரொம்ப கஷ்டப்பட்டு அடி ஒத திட்டு வாங்கி ஒரு குடிகாரன  அஞ்சு வருஷமா லவ் பண்றே தலை எழுத்து .லெஸ்பியன்ஸ்அ பாக்கும்போது பொறாமைதா வருது ஒரு பொண்ண தொட்டுட்டு அவள அடிமைமாறி நடத்துற ஆம்பளைங்க கூட வாழ்றத விட லெஸ்பியனா இருந்துட்டு போய்றலாம். என்ன பண்ண எனக்கு என்னுடைய ஆம்படையான் மேல மட்டும்தா ஈர்ப்பு 😜,Non-Hate-Speech,tamil_dataset
அருமை தோழி 👌👌,Non-Hate-Speech,tamil_dataset
Shagul Hameed Shagul டேய் துலுக்க நாயே...முடிக்கிட்டு போ...,Non-Hate-Speech,tamil_dataset
திருநங்கை அக்கா சூப்பர்,Non-Hate-Speech,tamil_dataset
சுற்றத்தை கெடுத்து gay ahh வாழ்வதை விட .... அடுத்தவருக்காக வாழ்வது சிறந்த வாழ்க்கை...,Hate-Speech,tamil_dataset
"LGBTQ (லெஸ்பியன், கே, இருபால், திருநங்கைகள் மற்றும் வினோதமான அல்லது கேள்வி கேட்பது).",Non-Hate-Speech,tamil_dataset
