GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Home,Appliances,Fan,Table fan,Baltra,"small, compact, mobile, sweep size, air delivery speed, no of blades",Mobility,Positive,বাল্ট্রার টেবিল ফ্যান বাড়িতে ব্যবহারের জন্য হালকা ওজনের পাখা। আপনি আক্ষরিক অর্থে খুব বেশি প্রচেষ্টা ছাড়াই যে কোন জায়গায় এটি বহন করতে পারেন।
Hobbies,Cycling,Bicycles,mountain bikes,Montra Trance Pro,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility","Suspension, Alloy frame",Negative,"স্টিলের অনমনীয় কাঁটা, পিছনের দিকে দ্রুত ছাড়ে না"
Education,Books,Audiobooks,Fully voiced reading,Google play books,"several characters, distinct voice, Pitch, Sound quality, Acting",Several characters,Positive,সম্পূর্ণ কণ্ঠস্বর পড়া সহ এই বইটি একটি অনন্য শোনার অভিজ্ঞতা তৈরি করে। সম্পূর্ণ কণ্ঠস্বরসহ এই বইটি অসাধারণ একটি শোনার অভিজ্ঞতা তৈরি করে।
Home,Appliances,Air-condition,Window AC,Lloyd,"copper condenser, dust filter, capacity, coil material, evaporator",Evaporator,Negative,বাষ্পীভবন যন্ত্রটি এত ছোট যে এটি দক্ষতার সাথে ঘরে তাপ স্থানান্তর করতে ব্যর্থ হয়আর এটি কনডেনসার সাইজের সঙ্গে মেলে না।
Entertainment,Apps,Entertainment,Podcasts,Pocket FM,"free-trial, offline access, recommendation based on interests, popular and trending shows in comedy, news, sports and more","Popular and trending shows in comedy, news, sports and more",Positive,"আপনার যা প্রয়োজন তা এখানে উপলব্ধ রয়েছে! এটিতে ভারতীয় রেডিও শো, ভারতীয় গল্প, রোমান্স এবং প্রেম, হরর, থ্রিলার, রহস্য, আত্ম-সহায়তা, অনুপ্রেরণামূলক বই, ব্যবসা ও বিনিয়োগ, আধ্যাত্মিকতা, ধর্মীয়, স্বাস্থ্য, অডিও সারাংশ, জীবনী এবং এর মতো বিভাগগুলি কভার করে ভারতীয় অডিও বই রয়েছে। আরো অনেক কিছু রয়েছে।"
Hobbies,Music,Instruments,"Guitars, basses and gears",Vault LP1 Les Paul Style Electric Guitar,"neck profile, fretboard's radius, tuner holes, neck heel width and mounting, harmonics and tone, classical/electric/acoustic/bass guitar",Electric Guitar,Negative,"ওজনে স্বস্তি নেই, ফ্যাক্টরি সেটআপ ভাল নয়।"
Transportation,Surface,Roadways,Bus,Khurana travels,"Connectivity, hassle free online booking, sleeper/semi sleeper, ac/non ac",Connectivity Sleeper,Positive,রাজ্যের বিদর্ভ এবং মারাঠাওয়াড়া অঞ্চলে খুব ভালভাবে সংযুক্ত। প্রায় সব বড় শহরেই ক্যাটার রয়েছে। ''
Pets,Dogs,Supplies,Dog apparels,FETCHER,"dress/shirt, soft breathable material, half sleeves/sleeveless, pet comfortable raincoat with detachable hood",color fades away,Negative,শার্টের রঙ ফিকে হয়ে যায়।
Hobbies,Cycling,Bicycles,mountain bikes,Montra Trance Pro,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility","Suspension, Alloy frame",Positive,"ডাবল ওয়ালড অ্যালয় হুইল, স্ট্রাডি এবং ভার্সেটাইল ফ্রেম"
Home,Appliances,Inverter,Modified square wave,Microtek,"most of the equipments, less efficient, more affordable, noise, not supporting some devices, Cost-efficient for small homes",Cost-efficient for small homes,Positive,ইন্ভার্টারটি কমপ্যাক্ট এবং ছোট পরিবারের জন্য ব্যয় সাশ্রয়ী। এটি সমস্ত মৌলিক সরঞ্জাম সমর্থন করে এবং খরচ কম হয়।
Travel,Bags and luggage,Bags,School bag,Fastrack,"polyester/canvas, unisex, design, waterproof, no of pockets",Poor quality materials,Negative,"এসব মানুষ পণ্যের দাম কমানোর জন্য নিম্নমানের উপকরণ ব্যবহার করে, ফলে পণ্যের মান খারাপ হয়।"
Entertainment,Amusement,Auditoriums,Cinema hall,Cinepolis,"single screen/multiplex, dolby sound, seating capacity, ac/non-ac, effects(3D/7D), seat recliner",Sound,Negative,আমি স্ক্রীন 1 এ মুভি দেখছিলাম এবং অন্য স্ক্রিনে বাজানো জোরে গানটি এতই শ্রবণযোগ্য ছিল যে এটি আমার সিনেমার অভিজ্ঞতাকে বিরক্ত করছিল!!! আপনি কি কল্পনা করতে পারেন যে আপনি টিকিটের জন্য এত টাকা খরচ করেছেন এবং আপনি এই অভিজ্ঞতা অর্জন করেছেন। আমার সিনেমার অভিজ্ঞতাটি পুরোপুরি নষ্ট করে দিয়েছে।
Education,Books,Children's book,Painting,"Drawing & Painting Course (With Cd): Learn How to Draw Lines, Sketches, Figures","figure drwaing, colouring book, adorable designs, bold thick outlines, Cost/Price, Quality",Figure drawing,Positive,"বাচ্চাদের লাইন, চিত্র অঙ্কন, স্কেচ করার জন্য দুর্দান্ত বই। মূলত, যারা মজার ছলে এই শিল্প শিখতে ও আয়ত্ত করতে চান, তাদের জন্য এই বইটি বিশেষভাবে তাদের জন্য তৈরি করা হয়েছে।"
Pets,Dogs,Supplies,Leashes,SR SUREADY,"basic/double/training, padded, length,","cushioned handle, length, reflector feature",Positive,"এটি হোল্ডিং এন্ডে একটি ভাল কুশনসহ একটি সুন্দর শালীন লিশ রয়েছে। খুব বেশি লম্বাও নয়, খুব বেশি ছোটও নয়। এটির রিফ্লেক্টর বৈশিষ্ট্যটি আপনাকে সন্ধ্যার পরে হাঁটার সময় সাহায্য করে যেখানে আলো কম থাকবে।"
